name,ingredients,calories,isVegan,price
Egg Salad,Roast beef-whole grain bread-lettuce-tomato-mustard,300,FALSE,7.71
Grilled Chicken Salad,Hard-boiled eggs-mayo-mustard-celery-lettuce,860,FALSE,2.52
Vegan Buddha Bowl,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,770,FALSE,3.33
Vegan Quinoa Salad,Ground beef-tomatoes-beans-onions-chili powder,860,FALSE,1.54
Vegan Quinoa Salad,Broccoli-carrots-bell peppers-tofu-soy sauce-ginger,260,FALSE,3.35
Egg Salad,Grilled chicken-romaine lettuce-Caesar dressing-wrap,230,FALSE,9.37
Vegan Lentil Soup,Roast beef-whole grain bread-lettuce-tomato-mustard,970,FALSE,5.10
Grilled Chicken Salad,Hard-boiled eggs-mayo-mustard-celery-lettuce,490,FALSE,4.51
Vegan Quinoa Salad,Grilled chicken-romaine lettuce-Caesar dressing-wrap,720,FALSE,4.34
Egg Salad,Grilled chicken-romaine lettuce-Caesar dressing-wrap,810,FALSE,1.52
Chicken Caesar Wrap,Broccoli-carrots-bell peppers-tofu-soy sauce-ginger,410,FALSE,8.64
Egg Salad,Lentils-carrots-celery-onions-garlic-tomato,540,FALSE,1.67
Chicken Caesar Wrap,Grilled chicken-romaine lettuce-Caesar dressing-wrap,810,FALSE,5.97
Vegan Buddha Bowl,Grilled chicken-lettuce-tomato-cucumber-dressing,680,FALSE,5.91
Chicken Caesar Wrap,Broccoli-carrots-bell peppers-tofu-soy sauce-ginger,390,FALSE,4.78
Grilled Chicken Salad,Broccoli-carrots-bell peppers-tofu-soy sauce-ginger,210,FALSE,6.51
Grilled Chicken Salad,Quinoa-avocado-chickpeas-kale-sweet potatoes-tahini,970,FALSE,9.06
Vegan Buddha Bowl,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,850,FALSE,8.43
Grilled Chicken Salad,Roast beef-whole grain bread-lettuce-tomato-mustard,640,FALSE,4.06
Vegan Quinoa Salad,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,530,FALSE,4.94
Vegan Quinoa Salad,Broccoli-carrots-bell peppers-tofu-soy sauce-ginger,340,FALSE,2.31
Grilled Chicken Salad,Roast beef-whole grain bread-lettuce-tomato-mustard,870,FALSE,2.81
Roast Beef Sandwich,Grilled chicken-romaine lettuce-Caesar dressing-wrap,890,FALSE,3.74
Beef Chili,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,230,FALSE,0.89
Chicken Caesar Wrap,Grilled chicken-lettuce-tomato-cucumber-dressing,880,FALSE,8.21
Vegan Quinoa Salad,Broccoli-carrots-bell peppers-tofu-soy sauce-ginger,250,FALSE,6.54
Vegan Quinoa Salad,Quinoa-avocado-chickpeas-kale-sweet potatoes-tahini,870,FALSE,1.62
Roast Beef Sandwich,Quinoa-avocado-chickpeas-kale-sweet potatoes-tahini,420,FALSE,0.42
Vegan Quinoa Salad,Broccoli-carrots-bell peppers-tofu-soy sauce-ginger,610,FALSE,2.75
Beef Chili,Lentils-carrots-celery-onions-garlic-tomato,210,FALSE,1.34
Chicken Caesar Wrap,Roast beef-whole grain bread-lettuce-tomato-mustard,180,FALSE,2.49
Beef Chili,Ground beef-tomatoes-beans-onions-chili powder,170,FALSE,4.64
Roast Beef Sandwich,Quinoa-avocado-chickpeas-kale-sweet potatoes-tahini,910,FALSE,0.50
Vegan Lentil Soup,Grilled chicken-lettuce-tomato-cucumber-dressing,640,FALSE,6.60
Vegetable Stir Fry,Broccoli-carrots-bell peppers-tofu-soy sauce-ginger,130,FALSE,1.09
Vegetable Stir Fry,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,270,FALSE,9.41
Egg Salad,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,740,FALSE,2.90
Grilled Chicken Salad,Broccoli-carrots-bell peppers-tofu-soy sauce-ginger,210,FALSE,1.13
Vegan Lentil Soup,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,320,FALSE,1.64
Egg Salad,Lentils-carrots-celery-onions-garlic-tomato,750,FALSE,8.80
Egg Salad,Lentils-carrots-celery-onions-garlic-tomato,690,FALSE,7.16
Vegan Quinoa Salad,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,380,FALSE,2.39
Egg Salad,Grilled chicken-romaine lettuce-Caesar dressing-wrap,1000,FALSE,9.74
Egg Salad,Quinoa-avocado-chickpeas-kale-sweet potatoes-tahini,970,FALSE,0.39
Beef Chili,Grilled chicken-romaine lettuce-Caesar dressing-wrap,130,FALSE,7.42
Chicken Caesar Wrap,Quinoa-avocado-chickpeas-kale-sweet potatoes-tahini,840,FALSE,2.73
Vegan Lentil Soup,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,350,FALSE,7.48
Egg Salad,Hard-boiled eggs-mayo-mustard-celery-lettuce,100,FALSE,2.33
Vegan Quinoa Salad,Grilled chicken-lettuce-tomato-cucumber-dressing,740,FALSE,7.52
Vegan Quinoa Salad,Quinoa-avocado-chickpeas-kale-sweet potatoes-tahini,760,FALSE,8.84
Vegetable Stir Fry,Grilled chicken-lettuce-tomato-cucumber-dressing,940,FALSE,5.98
Grilled Chicken Salad,Ground beef-tomatoes-beans-onions-chili powder,830,FALSE,6.35
Beef Chili,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,410,FALSE,7.03
Beef Chili,Broccoli-carrots-bell peppers-tofu-soy sauce-ginger,610,FALSE,4.09
Grilled Chicken Salad,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,710,FALSE,2.78
Vegan Buddha Bowl,Grilled chicken-romaine lettuce-Caesar dressing-wrap,560,FALSE,6.25
Grilled Chicken Salad,Grilled chicken-lettuce-tomato-cucumber-dressing,970,FALSE,8.33
Roast Beef Sandwich,Broccoli-carrots-bell peppers-tofu-soy sauce-ginger,770,FALSE,3.61
Chicken Caesar Wrap,Grilled chicken-lettuce-tomato-cucumber-dressing,750,FALSE,3.13
Grilled Chicken Salad,Grilled chicken-lettuce-tomato-cucumber-dressing,1000,FALSE,8.20
Roast Beef Sandwich,Hard-boiled eggs-mayo-mustard-celery-lettuce,590,FALSE,2.61
Roast Beef Sandwich,Grilled chicken-romaine lettuce-Caesar dressing-wrap,200,FALSE,8.03
Vegetable Stir Fry,Hard-boiled eggs-mayo-mustard-celery-lettuce,280,FALSE,5.55
Vegan Lentil Soup,Ground beef-tomatoes-beans-onions-chili powder,290,FALSE,8.07
Vegan Buddha Bowl,Roast beef-whole grain bread-lettuce-tomato-mustard,310,FALSE,7.02
Beef Chili,Broccoli-carrots-bell peppers-tofu-soy sauce-ginger,900,FALSE,5.44
Egg Salad,Grilled chicken-romaine lettuce-Caesar dressing-wrap,740,FALSE,1.74
Vegan Lentil Soup,Ground beef-tomatoes-beans-onions-chili powder,920,FALSE,0.90
Vegan Quinoa Salad,Roast beef-whole grain bread-lettuce-tomato-mustard,340,FALSE,3.48
Egg Salad,Hard-boiled eggs-mayo-mustard-celery-lettuce,840,FALSE,0.34
Grilled Chicken Salad,Ground beef-tomatoes-beans-onions-chili powder,320,FALSE,0.32
Vegan Quinoa Salad,Roast beef-whole grain bread-lettuce-tomato-mustard,490,FALSE,9.34
Vegetable Stir Fry,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,420,FALSE,2.15
Vegetable Stir Fry,Broccoli-carrots-bell peppers-tofu-soy sauce-ginger,140,FALSE,4.95
Vegetable Stir Fry,Quinoa-avocado-chickpeas-kale-sweet potatoes-tahini,210,FALSE,1.80
Beef Chili,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,760,FALSE,1.25
Vegan Quinoa Salad,Roast beef-whole grain bread-lettuce-tomato-mustard,410,FALSE,8.86
Vegan Quinoa Salad,Lentils-carrots-celery-onions-garlic-tomato,260,FALSE,0.54
Vegan Buddha Bowl,Lentils-carrots-celery-onions-garlic-tomato,870,FALSE,9.62
Chicken Caesar Wrap,Hard-boiled eggs-mayo-mustard-celery-lettuce,210,FALSE,1.42
Egg Salad,Grilled chicken-lettuce-tomato-cucumber-dressing,270,FALSE,6.43
Vegan Buddha Bowl,Grilled chicken-lettuce-tomato-cucumber-dressing,830,FALSE,6.48
Vegan Lentil Soup,Quinoa-avocado-chickpeas-kale-sweet potatoes-tahini,290,FALSE,8.32
Roast Beef Sandwich,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,610,FALSE,8.59
Egg Salad,Ground beef-tomatoes-beans-onions-chili powder,150,FALSE,4.42
Vegan Quinoa Salad,Hard-boiled eggs-mayo-mustard-celery-lettuce,560,FALSE,9.86
Vegan Quinoa Salad,Broccoli-carrots-bell peppers-tofu-soy sauce-ginger,190,FALSE,5.23
Grilled Chicken Salad,Hard-boiled eggs-mayo-mustard-celery-lettuce,120,FALSE,7.22
Roast Beef Sandwich,Lentils-carrots-celery-onions-garlic-tomato,470,FALSE,0.32
Vegan Lentil Soup,Hard-boiled eggs-mayo-mustard-celery-lettuce,720,FALSE,1.57
Beef Chili,Lentils-carrots-celery-onions-garlic-tomato,890,FALSE,6.50
Grilled Chicken Salad,Broccoli-carrots-bell peppers-tofu-soy sauce-ginger,890,FALSE,2.59
Roast Beef Sandwich,Grilled chicken-romaine lettuce-Caesar dressing-wrap,870,FALSE,8.13
Beef Chili,Grilled chicken-romaine lettuce-Caesar dressing-wrap,610,FALSE,3.54
Beef Chili,Lentils-carrots-celery-onions-garlic-tomato,320,FALSE,1.90
Vegan Buddha Bowl,Lentils-carrots-celery-onions-garlic-tomato,250,FALSE,9.12
Vegetable Stir Fry,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,850,FALSE,6.80
Egg Salad,Hard-boiled eggs-mayo-mustard-celery-lettuce,640,FALSE,7.40
Vegan Lentil Soup,Roast beef-whole grain bread-lettuce-tomato-mustard,340,FALSE,5.12
Vegan Lentil Soup,Grilled chicken-lettuce-tomato-cucumber-dressing,900,FALSE,4.45
Vegan Lentil Soup,Grilled chicken-romaine lettuce-Caesar dressing-wrap,660,FALSE,2.14
Roast Beef Sandwich,Grilled chicken-romaine lettuce-Caesar dressing-wrap,230,FALSE,7.01
Vegetable Stir Fry,Hard-boiled eggs-mayo-mustard-celery-lettuce,540,FALSE,8.19
Grilled Chicken Salad,Quinoa-avocado-chickpeas-kale-sweet potatoes-tahini,880,FALSE,5.69
Beef Chili,Quinoa-avocado-chickpeas-kale-sweet potatoes-tahini,550,FALSE,0.23
Vegan Lentil Soup,Broccoli-carrots-bell peppers-tofu-soy sauce-ginger,510,FALSE,6.20
Egg Salad,Broccoli-carrots-bell peppers-tofu-soy sauce-ginger,750,FALSE,9.17
Grilled Chicken Salad,Lentils-carrots-celery-onions-garlic-tomato,260,FALSE,0.49
Chicken Caesar Wrap,Lentils-carrots-celery-onions-garlic-tomato,840,FALSE,10.00
Roast Beef Sandwich,Hard-boiled eggs-mayo-mustard-celery-lettuce,190,FALSE,7.98
Chicken Caesar Wrap,Grilled chicken-romaine lettuce-Caesar dressing-wrap,790,FALSE,1.88
Roast Beef Sandwich,Broccoli-carrots-bell peppers-tofu-soy sauce-ginger,300,FALSE,2.46
Vegan Lentil Soup,Ground beef-tomatoes-beans-onions-chili powder,350,FALSE,4.83
Vegan Lentil Soup,Ground beef-tomatoes-beans-onions-chili powder,880,FALSE,3.75
Vegan Buddha Bowl,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,840,FALSE,5.56
Grilled Chicken Salad,Broccoli-carrots-bell peppers-tofu-soy sauce-ginger,550,FALSE,9.54
Grilled Chicken Salad,Grilled chicken-romaine lettuce-Caesar dressing-wrap,310,FALSE,0.95
Vegan Lentil Soup,Hard-boiled eggs-mayo-mustard-celery-lettuce,530,FALSE,9.09
Roast Beef Sandwich,Quinoa-avocado-chickpeas-kale-sweet potatoes-tahini,730,FALSE,9.90
Grilled Chicken Salad,Hard-boiled eggs-mayo-mustard-celery-lettuce,690,FALSE,4.45
Roast Beef Sandwich,Grilled chicken-lettuce-tomato-cucumber-dressing,270,FALSE,0.84
Chicken Caesar Wrap,Broccoli-carrots-bell peppers-tofu-soy sauce-ginger,960,FALSE,7.90
Chicken Caesar Wrap,Hard-boiled eggs-mayo-mustard-celery-lettuce,710,FALSE,7.87
Vegan Buddha Bowl,Grilled chicken-lettuce-tomato-cucumber-dressing,650,FALSE,8.09
Egg Salad,Roast beef-whole grain bread-lettuce-tomato-mustard,890,FALSE,5.54
Roast Beef Sandwich,Broccoli-carrots-bell peppers-tofu-soy sauce-ginger,410,FALSE,8.13
Grilled Chicken Salad,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,530,FALSE,5.07
Beef Chili,Hard-boiled eggs-mayo-mustard-celery-lettuce,150,FALSE,0.61
Beef Chili,Roast beef-whole grain bread-lettuce-tomato-mustard,900,FALSE,8.80
Grilled Chicken Salad,Quinoa-avocado-chickpeas-kale-sweet potatoes-tahini,280,FALSE,0.37
Roast Beef Sandwich,Grilled chicken-lettuce-tomato-cucumber-dressing,740,FALSE,8.78
Roast Beef Sandwich,Broccoli-carrots-bell peppers-tofu-soy sauce-ginger,820,FALSE,9.75
Grilled Chicken Salad,Grilled chicken-lettuce-tomato-cucumber-dressing,440,FALSE,9.33
Vegan Buddha Bowl,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,860,FALSE,5.38
Vegan Lentil Soup,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,630,FALSE,4.60
Beef Chili,Ground beef-tomatoes-beans-onions-chili powder,660,FALSE,2.93
Roast Beef Sandwich,Grilled chicken-romaine lettuce-Caesar dressing-wrap,210,FALSE,4.98
Grilled Chicken Salad,Roast beef-whole grain bread-lettuce-tomato-mustard,670,FALSE,7.68
Vegetable Stir Fry,Roast beef-whole grain bread-lettuce-tomato-mustard,340,FALSE,1.43
Chicken Caesar Wrap,Ground beef-tomatoes-beans-onions-chili powder,330,FALSE,7.74
Grilled Chicken Salad,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,170,FALSE,3.92
Egg Salad,Lentils-carrots-celery-onions-garlic-tomato,440,FALSE,0.25
Vegan Quinoa Salad,Lentils-carrots-celery-onions-garlic-tomato,440,FALSE,7.67
Egg Salad,Ground beef-tomatoes-beans-onions-chili powder,390,FALSE,5.27
Vegan Lentil Soup,Grilled chicken-lettuce-tomato-cucumber-dressing,130,FALSE,3.50
Vegan Buddha Bowl,Hard-boiled eggs-mayo-mustard-celery-lettuce,580,FALSE,9.61
Vegan Lentil Soup,Grilled chicken-romaine lettuce-Caesar dressing-wrap,150,FALSE,3.27
Vegan Buddha Bowl,Hard-boiled eggs-mayo-mustard-celery-lettuce,430,FALSE,2.09
Beef Chili,Quinoa-avocado-chickpeas-kale-sweet potatoes-tahini,580,FALSE,7.15
Vegan Quinoa Salad,Grilled chicken-lettuce-tomato-cucumber-dressing,950,FALSE,1.65
Roast Beef Sandwich,Hard-boiled eggs-mayo-mustard-celery-lettuce,190,FALSE,2.03
Grilled Chicken Salad,Hard-boiled eggs-mayo-mustard-celery-lettuce,750,FALSE,9.83
Vegan Quinoa Salad,Broccoli-carrots-bell peppers-tofu-soy sauce-ginger,590,FALSE,3.10
Chicken Caesar Wrap,Hard-boiled eggs-mayo-mustard-celery-lettuce,110,FALSE,5.78
Vegan Quinoa Salad,Roast beef-whole grain bread-lettuce-tomato-mustard,430,FALSE,8.51
Beef Chili,Ground beef-tomatoes-beans-onions-chili powder,820,FALSE,5.36
Grilled Chicken Salad,Grilled chicken-lettuce-tomato-cucumber-dressing,900,FALSE,6.62
Roast Beef Sandwich,Hard-boiled eggs-mayo-mustard-celery-lettuce,290,FALSE,9.27
Chicken Caesar Wrap,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,830,FALSE,1.98
Vegan Quinoa Salad,Roast beef-whole grain bread-lettuce-tomato-mustard,570,FALSE,1.27
Chicken Caesar Wrap,Ground beef-tomatoes-beans-onions-chili powder,240,FALSE,9.10
Grilled Chicken Salad,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,720,FALSE,4.00
Vegan Buddha Bowl,Grilled chicken-lettuce-tomato-cucumber-dressing,330,FALSE,7.79
Chicken Caesar Wrap,Lentils-carrots-celery-onions-garlic-tomato,900,FALSE,3.31
Vegan Quinoa Salad,Quinoa-avocado-chickpeas-kale-sweet potatoes-tahini,870,FALSE,3.27
Vegetable Stir Fry,Lentils-carrots-celery-onions-garlic-tomato,620,FALSE,5.28
Beef Chili,Quinoa-avocado-chickpeas-kale-sweet potatoes-tahini,290,FALSE,2.60
Egg Salad,Broccoli-carrots-bell peppers-tofu-soy sauce-ginger,130,FALSE,1.22
Roast Beef Sandwich,Grilled chicken-romaine lettuce-Caesar dressing-wrap,310,FALSE,3.52
Beef Chili,Quinoa-avocado-chickpeas-kale-sweet potatoes-tahini,460,FALSE,5.83
Roast Beef Sandwich,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,340,FALSE,6.34
Chicken Caesar Wrap,Ground beef-tomatoes-beans-onions-chili powder,700,FALSE,9.62
Egg Salad,Grilled chicken-romaine lettuce-Caesar dressing-wrap,930,FALSE,4.48
Chicken Caesar Wrap,Grilled chicken-romaine lettuce-Caesar dressing-wrap,550,FALSE,8.51
Egg Salad,Hard-boiled eggs-mayo-mustard-celery-lettuce,610,FALSE,7.65
Vegetable Stir Fry,Grilled chicken-lettuce-tomato-cucumber-dressing,590,FALSE,8.46
Egg Salad,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,260,FALSE,8.94
Vegan Lentil Soup,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,920,FALSE,8.06
Grilled Chicken Salad,Lentils-carrots-celery-onions-garlic-tomato,590,FALSE,4.11
Grilled Chicken Salad,Ground beef-tomatoes-beans-onions-chili powder,460,FALSE,5.90
Grilled Chicken Salad,Lentils-carrots-celery-onions-garlic-tomato,920,FALSE,8.16
Chicken Caesar Wrap,Lentils-carrots-celery-onions-garlic-tomato,840,FALSE,5.78
Vegan Lentil Soup,Broccoli-carrots-bell peppers-tofu-soy sauce-ginger,910,FALSE,0.95
Vegan Quinoa Salad,Grilled chicken-lettuce-tomato-cucumber-dressing,140,FALSE,2.33
Beef Chili,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,320,FALSE,4.02
Vegan Buddha Bowl,Ground beef-tomatoes-beans-onions-chili powder,740,FALSE,0.63
Vegan Buddha Bowl,Quinoa-avocado-chickpeas-kale-sweet potatoes-tahini,260,FALSE,4.02
Roast Beef Sandwich,Grilled chicken-romaine lettuce-Caesar dressing-wrap,840,FALSE,1.05
Roast Beef Sandwich,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,410,FALSE,2.33
Vegan Lentil Soup,Roast beef-whole grain bread-lettuce-tomato-mustard,840,FALSE,7.32
Vegetable Stir Fry,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,420,FALSE,3.75
Vegan Lentil Soup,Roast beef-whole grain bread-lettuce-tomato-mustard,260,FALSE,9.66
Vegan Lentil Soup,Broccoli-carrots-bell peppers-tofu-soy sauce-ginger,150,FALSE,1.26
Grilled Chicken Salad,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,680,FALSE,4.43
Vegan Quinoa Salad,Roast beef-whole grain bread-lettuce-tomato-mustard,360,FALSE,7.05
Vegan Quinoa Salad,Quinoa-avocado-chickpeas-kale-sweet potatoes-tahini,150,FALSE,6.48
Chicken Caesar Wrap,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,170,FALSE,6.82
Egg Salad,Grilled chicken-lettuce-tomato-cucumber-dressing,270,FALSE,5.91
Vegetable Stir Fry,Lentils-carrots-celery-onions-garlic-tomato,600,FALSE,2.80
Vegan Quinoa Salad,Lentils-carrots-celery-onions-garlic-tomato,120,FALSE,7.91
Grilled Chicken Salad,Roast beef-whole grain bread-lettuce-tomato-mustard,850,FALSE,9.97
Beef Chili,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,870,FALSE,4.84
Vegan Buddha Bowl,Hard-boiled eggs-mayo-mustard-celery-lettuce,130,FALSE,5.29
Vegan Quinoa Salad,Roast beef-whole grain bread-lettuce-tomato-mustard,300,FALSE,5.94
Grilled Chicken Salad,Broccoli-carrots-bell peppers-tofu-soy sauce-ginger,150,FALSE,6.35
Vegan Buddha Bowl,Quinoa-avocado-chickpeas-kale-sweet potatoes-tahini,380,FALSE,1.84
Beef Chili,Broccoli-carrots-bell peppers-tofu-soy sauce-ginger,920,FALSE,6.69
Vegan Lentil Soup,Quinoa-avocado-chickpeas-kale-sweet potatoes-tahini,250,FALSE,9.69
Beef Chili,Hard-boiled eggs-mayo-mustard-celery-lettuce,910,FALSE,9.93
Vegan Lentil Soup,Quinoa-avocado-chickpeas-kale-sweet potatoes-tahini,270,FALSE,9.20
Vegan Buddha Bowl,Quinoa-avocado-chickpeas-kale-sweet potatoes-tahini,760,FALSE,6.42
Roast Beef Sandwich,Quinoa-avocado-chickpeas-kale-sweet potatoes-tahini,140,FALSE,1.61
Vegetable Stir Fry,Grilled chicken-romaine lettuce-Caesar dressing-wrap,340,FALSE,6.84
Vegan Lentil Soup,Grilled chicken-romaine lettuce-Caesar dressing-wrap,360,FALSE,8.21
Roast Beef Sandwich,Grilled chicken-lettuce-tomato-cucumber-dressing,570,FALSE,0.15
Vegan Quinoa Salad,Ground beef-tomatoes-beans-onions-chili powder,400,FALSE,6.31
Roast Beef Sandwich,Quinoa-avocado-chickpeas-kale-sweet potatoes-tahini,330,FALSE,3.86
Vegan Buddha Bowl,Ground beef-tomatoes-beans-onions-chili powder,350,FALSE,9.25
Beef Chili,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,770,FALSE,6.02
Egg Salad,Grilled chicken-romaine lettuce-Caesar dressing-wrap,890,FALSE,0.24
Vegan Quinoa Salad,Hard-boiled eggs-mayo-mustard-celery-lettuce,390,FALSE,9.12
Beef Chili,Lentils-carrots-celery-onions-garlic-tomato,930,FALSE,3.67
Beef Chili,Grilled chicken-romaine lettuce-Caesar dressing-wrap,370,FALSE,8.90
Roast Beef Sandwich,Broccoli-carrots-bell peppers-tofu-soy sauce-ginger,360,FALSE,0.68
Chicken Caesar Wrap,Grilled chicken-romaine lettuce-Caesar dressing-wrap,120,FALSE,9.06
Vegan Lentil Soup,Broccoli-carrots-bell peppers-tofu-soy sauce-ginger,710,FALSE,1.55
Vegan Buddha Bowl,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,610,FALSE,6.12
Vegetable Stir Fry,Quinoa-avocado-chickpeas-kale-sweet potatoes-tahini,310,FALSE,5.92
Chicken Caesar Wrap,Hard-boiled eggs-mayo-mustard-celery-lettuce,180,FALSE,6.74
Vegan Quinoa Salad,Hard-boiled eggs-mayo-mustard-celery-lettuce,370,FALSE,2.14
Chicken Caesar Wrap,Broccoli-carrots-bell peppers-tofu-soy sauce-ginger,930,FALSE,9.75
